primary_key,codes,work_load,year,work_uta
9468,,Mão-de-obra não contratada pelo produtor,1999,0
9469,11B170317,Mão-de-obra agrícola total,1989,165
9470,11B170317,Mão-de-obra agrícola total,2019,77
9471,11B170317,Mão-de-obra agrícola total,2009,97
9472,11B170317,Mão-de-obra agrícola total,1999,148
9473,,Mão-de-obra agrícola familiar,1999,140
9474,,Produtor,1999,69
9475,,Cônjuge,1999,51
9476,,Outros membros da família,1999,21
9477,,Mão-de-obra agrícola não familiar,1999,9
9478,,Permanente,1999,0
9479,,Eventual,1999,7
9480,,Mão-de-obra não contratada pelo produtor,1999,1
9481,11B170318,Mão-de-obra agrícola total,1989,349
9482,11B170318,Mão-de-obra agrícola total,2019,159
9483,11B170318,Mão-de-obra agrícola total,2009,219
9484,11B170318,Mão-de-obra agrícola total,1999,275
9485,,Mão-de-obra agrícola familiar,1999,272
9486,,Produtor,1999,134
9487,,Cônjuge,1999,80
9488,,Outros membros da família,1999,58
9489,,Mão-de-obra agrícola não familiar,1999,4
9490,,Permanente,1999,0
9491,,Eventual,1999,2
9492,,Mão-de-obra não contratada pelo produtor,1999,2
9493,11B170320,Mão-de-obra agrícola total,1989,116
9494,11B170320,Mão-de-obra agrícola total,2019,92
9495,11B170320,Mão-de-obra agrícola total,2009,82
9496,11B170320,Mão-de-obra agrícola total,1999,166
9497,,Mão-de-obra agrícola familiar,1999,157
9498,,Produtor,1999,72
9499,,Cônjuge,1999,55
9500,,Outros membros da família,1999,30
9501,,Mão-de-obra agrícola não familiar,1999,9
9502,,Permanente,1999,0
9503,,Eventual,1999,9
9504,,Mão-de-obra não contratada pelo produtor,1999,0
9505,11B170321,Mão-de-obra agrícola total,1989,130
9506,11B170321,Mão-de-obra agrícola total,2019,43
9507,11B170321,Mão-de-obra agrícola total,2009,43
9508,11B170321,Mão-de-obra agrícola total,1999,133
9509,,Mão-de-obra agrícola familiar,1999,128
9510,,Produtor,1999,65
9511,,Cônjuge,1999,40
9512,,Outros membros da família,1999,23
9513,,Mão-de-obra agrícola não familiar,1999,5
9514,,Permanente,1999,0
9515,,Eventual,1999,4
9516,,Mão-de-obra não contratada pelo produtor,1999,1
9517,11B170322,Mão-de-obra agrícola total,1989,117
9518,11B170322,Mão-de-obra agrícola total,2019,48
9519,11B170322,Mão-de-obra agrícola total,2009,68
9520,11B170322,Mão-de-obra agrícola total,1999,131
9521,,Mão-de-obra agrícola familiar,1999,127
9522,,Produtor,1999,49
9523,,Cônjuge,1999,43
9524,,Outros membros da família,1999,35
9525,,Mão-de-obra agrícola não familiar,1999,4
9526,,Permanente,1999,2
9527,,Eventual,1999,2
9528,,Mão-de-obra não contratada pelo produtor,1999,0
9529,11B170353,Mão-de-obra agrícola total,1989,265
9530,11B170353,Mão-de-obra agrícola total,2019,125
9531,11B170353,Mão-de-obra agrícola total,2009,138
9532,11B170353,Mão-de-obra agrícola total,1999,153
9533,,Mão-de-obra agrícola familiar,1999,147
9534,,Produtor,1999,73
9535,,Cônjuge,1999,44
9536,,Outros membros da família,1999,30
9537,,Mão-de-obra agrícola não familiar,1999,5
9538,,Permanente,1999,0
9539,,Eventual,1999,4
9540,,Mão-de-obra não contratada pelo produtor,1999,1
9541,11B170324,Mão-de-obra agrícola total,1989,271
9542,11B170324,Mão-de-obra agrícola total,2019,106
9543,11B170324,Mão-de-obra agrícola total,2009,155
9544,11B170324,Mão-de-obra agrícola total,1999,227
9545,,Mão-de-obra agrícola familiar,1999,213
9546,,Produtor,1999,97
9547,,Cônjuge,1999,67
9548,,Outros membros da família,1999,49
9549,,Mão-de-obra agrícola não familiar,1999,14
9550,,Permanente,1999,1
9551,,Eventual,1999,12
9552,,Mão-de-obra não contratada pelo produtor,1999,1
9553,11B170327,Mão-de-obra agrícola total,1989,257
9554,11B170327,Mão-de-obra agrícola total,2019,44
9555,11B170327,Mão-de-obra agrícola total,2009,87
9556,11B170327,Mão-de-obra agrícola total,1999,145
9557,,Mão-de-obra agrícola familiar,1999,139
9558,,Produtor,1999,69
9559,,Cônjuge,1999,45
9560,,Outros membros da família,1999,26
9561,,Mão-de-obra agrícola não familiar,1999,6
9562,,Permanente,1999,0
9563,,Eventual,1999,5
9564,,Mão-de-obra não contratada pelo produtor,1999,1
9565,11B170329,Mão-de-obra agrícola total,1989,183
9566,11B170329,Mão-de-obra agrícola total,2019,98
9567,11B170329,Mão-de-obra agrícola total,2009,149
9568,11B170329,Mão-de-obra agrícola total,1999,224
9569,,Mão-de-obra agrícola familiar,1999,214
9570,,Produtor,1999,100
9571,,Cônjuge,1999,76
9572,,Outros membros da família,1999,39
9573,,Mão-de-obra agrícola não familiar,1999,9
9574,,Permanente,1999,0
9575,,Eventual,1999,8
9576,,Mão-de-obra não contratada pelo produtor,1999,1
9577,11B170350,Mão-de-obra agrícola total,1989,79
9578,11B170350,Mão-de-obra agrícola total,2019,6
9579,11B170350,Mão-de-obra agrícola total,2009,8
9580,11B170350,Mão-de-obra agrícola total,1999,50
9581,,Mão-de-obra agrícola familiar,1999,48
9582,,Produtor,1999,26
9583,,Cônjuge,1999,14
9584,,Outros membros da família,1999,8
9585,,Mão-de-obra agrícola não familiar,1999,1
9586,,Permanente,1999,0
9587,,Eventual,1999,1
9588,,Mão-de-obra não contratada pelo produtor,1999,0
9589,11B170330,Mão-de-obra agrícola total,1989,130
9590,11B170330,Mão-de-obra agrícola total,2019,29
9591,11B170330,Mão-de-obra agrícola total,2009,77
9592,11B170330,Mão-de-obra agrícola total,1999,128
9593,,Mão-de-obra agrícola familiar,1999,128
9594,,Produtor,1999,57
9595,,Cônjuge,1999,37
9596,,Outros membros da família,1999,34
9597,,Mão-de-obra agrícola não familiar,1999,0
9598,,Permanente,1999,0
9599,,Eventual,1999,0
9600,,Mão-de-obra não contratada pelo produtor,1999,0
9601,11B170331,Mão-de-obra agrícola total,1989,163
9602,11B170331,Mão-de-obra agrícola total,2019,79
9603,11B170331,Mão-de-obra agrícola total,2009,157
9604,11B170331,Mão-de-obra agrícola total,1999,133
9605,,Mão-de-obra agrícola familiar,1999,122
9606,,Produtor,1999,63
9607,,Cônjuge,1999,39
9608,,Outros membros da família,1999,20
9609,,Mão-de-obra agrícola não familiar,1999,11
9610,,Permanente,1999,0
9611,,Eventual,1999,10
9612,,Mão-de-obra não contratada pelo produtor,1999,1
9613,11B170333,Mão-de-obra agrícola total,1989,292
9614,11B170333,Mão-de-obra agrícola total,2019,262
9615,11B170333,Mão-de-obra agrícola total,2009,286
9616,11B170333,Mão-de-obra agrícola total,1999,361
9617,,Mão-de-obra agrícola familiar,1999,344
9618,,Produtor,1999,183
9619,,Cônjuge,1999,107
9620,,Outros membros da família,1999,55
9621,,Mão-de-obra agrícola não familiar,1999,17
9622,,Permanente,1999,5
9623,,Eventual,1999,10
9624,,Mão-de-obra não contratada pelo produtor,1999,2
9625,11B170334,Mão-de-obra agrícola total,1989,202
9626,11B170334,Mão-de-obra agrícola total,2019,56
9627,11B170334,Mão-de-obra agrícola total,2009,185
9628,11B170334,Mão-de-obra agrícola total,1999,160
9629,,Mão-de-obra agrícola familiar,1999,155
9630,,Produtor,1999,72
9631,,Cônjuge,1999,46
9632,,Outros membros da família,1999,38
9633,,Mão-de-obra agrícola não familiar,1999,5
9634,,Permanente,1999,0
9635,,Eventual,1999,4
9636,,Mão-de-obra não contratada pelo produtor,1999,1
9637,11B170340,Mão-de-obra agrícola total,1989,122
9638,11B170340,Mão-de-obra agrícola total,2019,45
9639,11B170340,Mão-de-obra agrícola total,2009,49
9640,11B170340,Mão-de-obra agrícola total,1999,153
9641,,Mão-de-obra agrícola familiar,1999,149
9642,,Produtor,1999,63
9643,,Cônjuge,1999,48
9644,,Outros membros da família,1999,39
9645,,Mão-de-obra agrícola não familiar,1999,4
9646,,Permanente,1999,0
9647,,Eventual,1999,3
9648,,Mão-de-obra não contratada pelo produtor,1999,1
9649,11B170354,Mão-de-obra agrícola total,1989,411
9650,11B170354,Mão-de-obra agrícola total,2019,170
9651,11B170354,Mão-de-obra agrícola total,2009,156
9652,11B170354,Mão-de-obra agrícola total,1999,206
9653,,Mão-de-obra agrícola familiar,1999,195
9654,,Produtor,1999,114
9655,,Cônjuge,1999,50
9656,,Outros membros da família,1999,32
9657,,Mão-de-obra agrícola não familiar,1999,11
9658,,Permanente,1999,3
9659,,Eventual,1999,6
9660,,Mão-de-obra não contratada pelo produtor,1999,1
9661,11B170355,Mão-de-obra agrícola total,1989,379
9662,11B170355,Mão-de-obra agrícola total,2019,257
9663,11B170355,Mão-de-obra agrícola total,2009,266
9664,11B170355,Mão-de-obra agrícola total,1999,204
9665,,Mão-de-obra agrícola familiar,1999,195
9666,,Produtor,1999,108
9667,,Cônjuge,1999,55
9668,,Outros membros da família,1999,31
9669,,Mão-de-obra agrícola não familiar,1999,9
9670,,Permanente,1999,0
9671,,Eventual,1999,8
9672,,Mão-de-obra não contratada pelo produtor,1999,1
9673,11B170356,Mão-de-obra agrícola total,1989,251
9674,11B170356,Mão-de-obra agrícola total,2019,165
9675,11B170356,Mão-de-obra agrícola total,2009,154
9676,11B170356,Mão-de-obra agrícola total,1999,171
9677,,Mão-de-obra agrícola familiar,1999,170
9678,,Produtor,1999,83
9679,,Cônjuge,1999,60
9680,,Outros membros da família,1999,27
9681,,Mão-de-obra agrícola não familiar,1999,2
9682,,Permanente,1999,0
9683,,Eventual,1999,1
9684,,Mão-de-obra não contratada pelo produtor,1999,1
9685,11B170357,Mão-de-obra agrícola total,1989,368
9686,11B170357,Mão-de-obra agrícola total,2019,150
9687,11B170357,Mão-de-obra agrícola total,2009,229
9688,11B170357,Mão-de-obra agrícola total,1999,373
9689,,Mão-de-obra agrícola familiar,1999,358
9690,,Produtor,1999,170
9691,,Cônjuge,1999,122
9692,,Outros membros da família,1999,66
9693,,Mão-de-obra agrícola não familiar,1999,15
9694,,Permanente,1999,0
9695,,Eventual,1999,14
9696,,Mão-de-obra não contratada pelo produtor,1999,1
9697,11B170358,Mão-de-obra agrícola total,1989,58
9698,11B170358,Mão-de-obra agrícola total,2019,29
9699,11B170358,Mão-de-obra agrícola total,2009,55
9700,11B170358,Mão-de-obra agrícola total,1999,48
9701,,Mão-de-obra agrícola familiar,1999,45
9702,,Produtor,1999,23
9703,,Cônjuge,1999,13
9704,,Outros membros da família,1999,9
9705,,Mão-de-obra agrícola não familiar,1999,3
9706,,Permanente,1999,0
9707,,Eventual,1999,2
9708,,Mão-de-obra não contratada pelo produtor,1999,0
9709,11B170359,Mão-de-obra agrícola total,1989,226
9710,11B170359,Mão-de-obra agrícola total,2019,92
9711,11B170359,Mão-de-obra agrícola total,2009,95
9712,11B170359,Mão-de-obra agrícola total,1999,203
9713,,Mão-de-obra agrícola familiar,1999,201
9714,,Produtor,1999,105
9715,,Cônjuge,1999,57
9716,,Outros membros da família,1999,40
9717,,Mão-de-obra agrícola não familiar,1999,2
9718,,Permanente,1999,0
9719,,Eventual,1999,1
9720,,Mão-de-obra não contratada pelo produtor,1999,1
9721,11B170360,Mão-de-obra agrícola total,1989,420
9722,11B170360,Mão-de-obra agrícola total,2019,128
9723,11B170360,Mão-de-obra agrícola total,2009,203
9724,11B170360,Mão-de-obra agrícola total,1999,267
9725,,Mão-de-obra agrícola familiar,1999,261
9726,,Produtor,1999,125
9727,,Cônjuge,1999,83
9728,,Outros membros da família,1999,53
9729,,Mão-de-obra agrícola não familiar,1999,6
9730,,Permanente,1999,0
9731,,Eventual,1999,5
9732,,Mão-de-obra não contratada pelo produtor,1999,2
9733,11B170341,Mão-de-obra agrícola total,1989,109
9734,11B170341,Mão-de-obra agrícola total,2019,44
9735,11B170341,Mão-de-obra agrícola total,2009,66
9736,11B170341,Mão-de-obra agrícola total,1999,121
9737,,Mão-de-obra agrícola familiar,1999,118
9738,,Produtor,1999,59
9739,,Cônjuge,1999,36
9740,,Outros membros da família,1999,23
9741,,Mão-de-obra agrícola não familiar,1999,3
9742,,Permanente,1999,0
9743,,Eventual,1999,2
9744,,Mão-de-obra não contratada pelo produtor,1999,1
9745,11B170361,Mão-de-obra agrícola total,1989,333
9746,11B170361,Mão-de-obra agrícola total,2019,180
9747,11B170361,Mão-de-obra agrícola total,2009,224
9748,11B170361,Mão-de-obra agrícola total,1999,245
9749,,Mão-de-obra agrícola familiar,1999,200
9750,,Produtor,1999,118
9751,,Cônjuge,1999,53
9752,,Outros membros da família,1999,29
9753,,Mão-de-obra agrícola não familiar,1999,45
9754,,Permanente,1999,11
9755,,Eventual,1999,33
9756,,Mão-de-obra não contratada pelo produtor,1999,1
9757,11B170343,Mão-de-obra agrícola total,1989,318
9758,11B170343,Mão-de-obra agrícola total,2019,94
9759,11B170343,Mão-de-obra agrícola total,2009,78
9760,11B170343,Mão-de-obra agrícola total,1999,183
9761,,Mão-de-obra agrícola familiar,1999,160
9762,,Produtor,1999,75
9763,,Cônjuge,1999,54
9764,,Outros membros da família,1999,30
9765,,Mão-de-obra agrícola não familiar,1999,23
9766,,Permanente,1999,5
9767,,Eventual,1999,16
9768,,Mão-de-obra não contratada pelo produtor,1999,2
9769,11B170344,Mão-de-obra agrícola total,1989,53
9770,11B170344,Mão-de-obra agrícola total,2019,45
9771,11B170344,Mão-de-obra agrícola total,2009,39
9772,11B170344,Mão-de-obra agrícola total,1999,75
9773,,Mão-de-obra agrícola familiar,1999,57
9774,,Produtor,1999,30
9775,,Cônjuge,1999,18
9776,,Outros membros da família,1999,8
9777,,Mão-de-obra agrícola não familiar,1999,18
9778,,Permanente,1999,12
9779,,Eventual,1999,5
9780,,Mão-de-obra não contratada pelo produtor,1999,0
9781,11B170345,Mão-de-obra agrícola total,1989,367
9782,11B170345,Mão-de-obra agrícola total,2019,96
9783,11B170345,Mão-de-obra agrícola total,2009,78
9784,11B170345,Mão-de-obra agrícola total,1999,253
9785,,Mão-de-obra agrícola familiar,1999,243
9786,,Produtor,1999,126
9787,,Cônjuge,1999,82
9788,,Outros membros da família,1999,35
9789,,Mão-de-obra agrícola não familiar,1999,10
9790,,Permanente,1999,0
9791,,Eventual,1999,9
9792,,Mão-de-obra não contratada pelo produtor,1999,1
9793,11B170347,Mão-de-obra agrícola total,1989,70
9794,11B170347,Mão-de-obra agrícola total,2019,64
9795,11B170347,Mão-de-obra agrícola total,2009,76
9796,11B170347,Mão-de-obra agrícola total,1999,52
9797,,Mão-de-obra agrícola familiar,1999,50
9798,,Produtor,1999,25
9799,,Cônjuge,1999,18
9800,,Outros membros da família,1999,7
9801,,Mão-de-obra agrícola não familiar,1999,2
9802,,Permanente,1999,0
9803,,Eventual,1999,2
9804,,Mão-de-obra não contratada pelo produtor,1999,0
9805,11B170349,Mão-de-obra agrícola total,1989,102
9806,11B170349,Mão-de-obra agrícola total,2019,25
9807,11B170349,Mão-de-obra agrícola total,2009,107
9808,11B170349,Mão-de-obra agrícola total,1999,88
9809,,Mão-de-obra agrícola familiar,1999,86
9810,,Produtor,1999,42
9811,,Cônjuge,1999,31
9812,,Outros membros da família,1999,13
9813,,Mão-de-obra agrícola não familiar,1999,2
9814,,Permanente,1999,0
9815,,Eventual,1999,2
9816,,Mão-de-obra não contratada pelo produtor,1999,0
9817,11B170348,Mão-de-obra agrícola total,1989,162
9818,11B170348,Mão-de-obra agrícola total,2019,65
9819,11B170348,Mão-de-obra agrícola total,2009,51
9820,11B170348,Mão-de-obra agrícola total,1999,140
9821,,Mão-de-obra agrícola familiar,1999,137
9822,,Produtor,1999,69
9823,,Cônjuge,1999,45
9824,,Outros membros da família,1999,24
9825,,Mão-de-obra agrícola não familiar,1999,3
9826,,Permanente,1999,0
9827,,Eventual,1999,3
9828,,Mão-de-obra não contratada pelo produtor,1999,1
9829,11B1706,Mão-de-obra agrícola total,1989,4438
9830,11B1706,Mão-de-obra agrícola total,2019,2609
9831,11B1706,Mão-de-obra agrícola total,2009,3196
9832,11B1706,Mão-de-obra agrícola total,1999,3979
9833,,Mão-de-obra agrícola familiar,1999,3832
9834,,Produtor,1999,1811
9835,,Cônjuge,1999,1151
9836,,Outros membros da família,1999,871
9837,,Mão-de-obra agrícola não familiar,1999,147
9838,,Permanente,1999,46
9839,,Eventual,1999,80
9840,,Mão-de-obra não contratada pelo produtor,1999,21
9841,11B170601,Mão-de-obra agrícola total,1989,255
9842,11B170601,Mão-de-obra agrícola total,2019,121
9843,11B170601,Mão-de-obra agrícola total,2009,193
9844,11B170601,Mão-de-obra agrícola total,1999,246
9845,,Mão-de-obra agrícola familiar,1999,238
9846,,Produtor,1999,115
9847,,Cônjuge,1999,72
9848,,Outros membros da família,1999,51
9849,,Mão-de-obra agrícola não familiar,1999,8
9850,,Permanente,1999,2
9851,,Eventual,1999,5
9852,,Mão-de-obra não contratada pelo produtor,1999,1
9853,11B170603,Mão-de-obra agrícola total,1989,155
9854,11B170603,Mão-de-obra agrícola total,2019,111
9855,11B170603,Mão-de-obra agrícola total,2009,113
9856,11B170603,Mão-de-obra agrícola total,1999,162
9857,,Mão-de-obra agrícola familiar,1999,156
9858,,Produtor,1999,65
9859,,Cônjuge,1999,52
9860,,Outros membros da família,1999,39
9861,,Mão-de-obra agrícola não familiar,1999,6
9862,,Permanente,1999,0
9863,,Eventual,1999,5
9864,,Mão-de-obra não contratada pelo produtor,1999,1
9865,11B170604,Mão-de-obra agrícola total,1989,417
9866,11B170604,Mão-de-obra agrícola total,2019,229
9867,11B170604,Mão-de-obra agrícola total,2009,287
9868,11B170604,Mão-de-obra agrícola total,1999,314
9869,,Mão-de-obra agrícola familiar,1999,306
9870,,Produtor,1999,148
9871,,Cônjuge,1999,105
9872,,Outros membros da família,1999,53
9873,,Mão-de-obra agrícola não familiar,1999,9
9874,,Permanente,1999,1
9875,,Eventual,1999,5
9876,,Mão-de-obra não contratada pelo produtor,1999,3
9877,11B170607,Mão-de-obra agrícola total,1989,95
9878,11B170607,Mão-de-obra agrícola total,2019,52
9879,11B170607,Mão-de-obra agrícola total,2009,60
9880,11B170607,Mão-de-obra agrícola total,1999,91
9881,,Mão-de-obra agrícola familiar,1999,89
9882,,Produtor,1999,43
9883,,Cônjuge,1999,25
9884,,Outros membros da família,1999,21
9885,,Mão-de-obra agrícola não familiar,1999,2
9886,,Permanente,1999,1
9887,,Eventual,1999,1
9888,,Mão-de-obra não contratada pelo produtor,1999,0
9889,11B170609,Mão-de-obra agrícola total,1989,111
9890,11B170609,Mão-de-obra agrícola total,2019,82
9891,11B170609,Mão-de-obra agrícola total,2009,88
9892,11B170609,Mão-de-obra agrícola total,1999,158
9893,,Mão-de-obra agrícola familiar,1999,153
9894,,Produtor,1999,70
9895,,Cônjuge,1999,45
9896,,Outros membros da família,1999,38
9897,,Mão-de-obra agrícola não familiar,1999,5
9898,,Permanente,1999,1
9899,,Eventual,1999,4
9900,,Mão-de-obra não contratada pelo produtor,1999,1
9901,11B170612,Mão-de-obra agrícola total,1989,129
9902,11B170612,Mão-de-obra agrícola total,2019,104
9903,11B170612,Mão-de-obra agrícola total,2009,108
9904,11B170612,Mão-de-obra agrícola total,1999,135
9905,,Mão-de-obra agrícola familiar,1999,131
9906,,Produtor,1999,71
9907,,Cônjuge,1999,50
9908,,Outros membros da família,1999,10
9909,,Mão-de-obra agrícola não familiar,1999,4
9910,,Permanente,1999,1
9911,,Eventual,1999,3
9912,,Mão-de-obra não contratada pelo produtor,1999,1
9913,11B170616,Mão-de-obra agrícola total,1989,123
9914,11B170616,Mão-de-obra agrícola total,2019,131
