11D181819: União das freguesias de Fonte Arcada e Escurquela;12;61;404;79;77;634;447;6;
11D181820: União das freguesias de Penso e Freixinho;30;114;- -;12;21;694;282;8;
11D181821: União das freguesias de Sernancelhe e Sarzeda;124;208;567;134;75;5559;373;203;
11D181817: Vila da Ponte;17;49;151;17;20;364;166;- -;
11D1819: Tabuaço;160;669;1134;389;354;2425;942;564;
11D181901: Adorigo;- -;2;26;- -;13;21;57;77;
11D181902: Arcos;24;10;420;77;29;134;77;- -;
11D181904: Chavães;- -;15;2;10;64;50;85;- -;
11D181905: Desejosa;- -;- -;- -;- -;5;6;- -;237;
11D181906: Granja do Tedo;- -;12;25;- -;17;192;44;36;
11D181908: Longa;2;17;205;74;28;283;100;5;
11D181913: Sendim;5;77;28;66;75;707;219;78;
11D181914: Tabuaço;- -;256;25;- -;4;155;71;93;
11D181918: União das freguesias de Barcos e Santa Leocádia;121;207;374;6;36;377;153;3;
11D181919: União das freguesias de Paradela e Granjinha;- -;40;- -;- -;20;149;9;33;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;- -;18;11;- -;37;261;96;- -;
11D181921: União das freguesias de Távora e Pereiro;8;15;18;156;26;90;31;2;
11D181917: Valença do Douro;- -;- -;- -;- -;- -;- -;- -;- -;
11D1820: Tarouca;930;8676;954;611;234;93775;6669;151;
11D182004: Mondim da Beira;135;6489;141;22;13;280;401;1;
11D182005: Salzedas;30;43;59;19;34;680;292;- -;
11D182006: São João de Tarouca;311;65;156;133;47;339;219;21;
11D182011: União das freguesias de Gouviães e Ucanha;1;22;23;6;13;632;121;53;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;53;173;29;2;19;90346;4995;3;
11D182013: União das freguesias de Tarouca e Dálvares;200;1835;469;294;71;1187;588;73;
11D182009: Várzea da Serra;200;49;77;135;37;311;53;- -;
11D0409: Torre de Moncorvo;27;603;19472;1250;1092;6502;2202;3584;
11D040901: Açoreira;- -;18;1648;234;75;283;53;614;
11D040903: Cabeça Boa;- -;23;851;- -;60;190;27;50;
11D040905: Carviçais;12;147;1970;214;203;1420;412;671;
11D040906: Castedo;- -;26;512;- -;56;305;144;- -;
11D040909: Horta da Vilariça;- -;2;824;5;54;159;74;14;
11D040910: Larinho;3;3;1285;75;66;330;184;16;
11D040911: Lousa;1;34;177;10;103;678;236;235;
11D040913: Mós;- -;127;1117;88;83;608;138;447;
11D040916: Torre de Moncorvo;- -;17;739;- -;11;243;4;370;
11D040918: União das freguesias de Adeganha e Cardanha;3;128;4733;142;114;865;166;504;
11D040919: União das freguesias de Felgar e Souto da Velha;2;3;2366;146;54;433;227;150;
11D040920: União das freguesias de Felgueiras e Maçores;5;12;1325;243;115;461;236;352;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;1;63;1925;93;98;527;301;161;
11D0914: Vila Nova de Foz Côa;41;85;8687;302;651;13542;746;3298;
11D091401: Almendra;2;6;1765;4;32;177;29;118;
11D091402: Castelo Melhor;- -;3;1399;1;59;189;- -;1308;
11D091403: Cedovim;1;- -;28;- -;42;260;43;64;
11D091404: Chãs;- -;- -;529;- -;46;68;8;162;
11D091405: Custóias;- -;4;- -;- -;37;260;148;17;
11D091418: Freixo de Numão;5;- -;474;126;55;170;32;213;
11D091407: Horta;4;29;180;2;9;10313;39;- -;
11D091410: Muxagata;- -;7;729;6;31;111;- -;120;
11D091411: Numão;- -;3;- -;- -;37;300;59;62;
11D091412: Santa Comba;- -;- -;372;- -;44;- -;- -;441;
11D091414: Sebadelhe;18;- -;119;- -;21;30;- -;33;
11D091415: Seixas;4;17;518;35;76;611;228;289;
11D091416: Touça;7;1;431;9;23;160;40;131;
11D091419: Vila Nova de Foz Côa;- -;15;2143;119;139;893;120;340;
11D1714: Vila Real;5171;1414;5244;4918;596;22179;13398;1404;
11D171401: Abaças;5;23;25;1;89;972;413;2;
11D171403: Andrães;107;155;424;216;73;1642;653;81;
11D171404: Arroios;19;25;13;3;- -;435;143;5;
11D171406: Campeã;1080;7;319;111;99;1284;639;103;
11D171409: Folhadela;110;317;438;89;46;3092;1012;82;
11D171410: Guiães;10;37;204;80;19;455;268;35;
11D171414: Lordelo;144;10;15;63;15;389;206;27;
11D171415: Mateus;9;- -;8;95;2;232;70;35;
11D171416: Mondrões;352;108;112;73;21;1042;306;31;
11D171420: Parada de Cunhos;10;21;- -;4;9;890;149;211;
11D171426: Torgueda;96;59;717;117;20;1058;692;155;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;528;81;313;1032;13;1722;3768;167;
11D171432: União das freguesias de Borbela e Lamas de Olo;583;119;50;1425;8;669;1498;135;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;233;122;512;9;26;1405;654;25;
11D171434: União das freguesias de Mouçós e Lamares;416;164;629;20;57;2325;1324;135;
11D171435: União das freguesias de Nogueira e Ermida;2;25;62;26;11;860;202;47;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;614;36;249;186;48;1580;387;77;
11D171437: União das freguesias de São Tomé do Castelo e Justes;415;59;930;143;9;954;804;9;
11D171429: Vila Marim;415;38;35;1094;28;935;139;- -;
11D171438: Vila Real;23;8;189;131;3;238;71;42;
11E: Terras de Trás-os-Montes;32403;22598;200632;27836;13265;201770;72110;20901;
11E0401: Alfândega da Fé;481;343;8716;2054;681;5476;4730;2013;
11E040102: Alfândega da Fé;4;53;1639;80;66;738;340;11;
11E040103: Cerejais;2;9;502;- -;17;568;30;106;
11E040111: Sambade;113;35;829;43;107;666;388;24;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;143;70;662;203;57;547;168;173;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;- -;33;1238;187;59;576;134;100;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;1;22;908;265;74;305;3143;220;
11E040124: União das freguesias de Gebelim e Soeima;62;37;1158;501;98;397;102;7;
11E040125: União das freguesias de Parada e Sendim da Ribeira;32;22;310;313;41;840;99;10;
11E040126: União das freguesias de Pombal e Vales;30;16;350;- -;39;89;96;100;
11E040118: Vilar Chão;60;6;408;293;52;164;17;- -;
11E040119: Vilarelhos;- -;21;243;165;23;150;21;732;
11E040120: Vilares de Vilariça;34;19;469;4;48;436;192;530;
11E0402: Bragança;6432;5611;43953;5584;1688;41607;18184;4768;
11E040201: Alfaião;38;75;376;- -;46;699;123;47;
11E040203: Babe;150;145;699;- -;60;1040;421;202;
11E040204: Baçal;272;228;1053;1;34;1982;181;44;
11E040206: Carragosa;69;133;845;91;17;850;325;9;
11E040209: Castro de Avelãs;303;112;494;10;6;769;435;54;
11E040210: Coelhoso;110;100;1876;13;63;815;202;- -;
11E040212: Donai;191;301;990;4;15;957;186;176;
11E040213: Espinhosela;240;117;815;247;34;937;631;132;
11E040215: França;8;94;541;1;25;576;306;45;
11E040216: Gimonde;51;164;804;- -;57;1033;104;90;
11E040217: Gondesende;124;105;379;14;2;628;157;36;
11E040218: Gostei;427;195;850;67;22;1324;498;- -;
11E040219: Grijó de Parada;147;160;2103;772;78;1044;299;52;
11E040221: Macedo do Mato;208;47;505;97;58;860;56;23;
11E040224: Mós;104;44;1316;3;9;311;123;336;
11E040225: Nogueira;126;202;1426;- -;22;1138;295;- -;
11E040226: Outeiro;53;10;885;11;97;648;79;99;
11E040229: Parâmio;208;228;912;6;17;938;427;218;
11E040230: Pinela;130;94;1500;297;21;443;181;- -;
11E040232: Quintanilha;74;53;1132;173;25;906;256;178;
11E040233: Quintela de Lampaças;75;69;1208;118;69;623;205;4;
11E040234: Rabal;57;151;768;319;23;506;244;55;
11E040236: Rebordãos;105;190;772;107;22;726;6998;312;
11E040239: Salsas;215;102;1655;241;48;1316;154;22;
11E040240: Samil;104;54;1232;- -;19;1172;698;12;
11E040241: Santa Comba de Rossas;35;41;47;- -;5;381;66;60;
11E040244: São Pedro de Sarracenos;81;64;663;8;20;664;374;87;
11E040246: Sendas;166;58;1597;108;40;1296;129;35;
11E040247: Serapicos;251;68;466;308;66;886;183;1;
11E040248: Sortes.;176;88;1138;279;26;644;177;25;
11E040250: União das freguesias de Aveleda e Rio de Onor;91;177;817;- -;44;1196;126;415;
11E040251: União das freguesias de Castrelos e Carrazedo;277;135;877;186;12;769;561;259;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;427;255;1696;223;193;3980;897;128;
11E040253: União das freguesias de Parada e Faílde;311;336;1493;476;112;2792;263;114;
11E040254: União das freguesias de Rebordainhos e Pombares;96;169;1245;726;49;737;178;100;
11E040255: União das freguesias de Rio Frio e Milhão;158;282;3166;330;87;1554;369;834;
11E040256: União das freguesias de São Julião de Palácios e Deilão;351;472;2658;105;91;1839;420;296;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;192;195;1870;91;49;2095;570;242;
11E040249: Zoio;231;98;1084;152;5;533;287;26;
11E0405: Macedo de Cavaleiros;2659;2341;26036;4548;1920;21602;5320;1043;
11E040502: Amendoeira;25;56;1061;148;78;603;117;12;
11E040503: Arcas;35;70;368;1;62;964;101;- -;
11E040507: Carrapatas;45;27;1077;1;27;498;157;1;
11E040509: Chacim;37;30;1041;289;47;375;225;- -;
11E040510: Cortiços;35;22;912;154;64;512;188;- -;
11E040511: Corujas;101;29;219;- -;41;793;54;- -;
11E040514: Ferreira;11;55;278;10;52;142;- -;- -;
11E040515: Grijó;94;50;915;- -;32;532;176;2;
11E040516: Lagoa;57;74;1728;394;92;631;209;80;
11E040517: Lamalonga;69;56;330;21;87;926;120;1;
11E040518: Lamas;17;94;608;63;50;809;233;- -;
11E040519: Lombo;31;104;333;- -;88;496;148;60;
11E040520: Macedo de Cavaleiros;68;103;1254;62;41;956;440;- -;
11E040521: Morais;166;258;2137;360;93;188;95;195;
11E040523: Olmos;- -;57;400;582;52;301;203;44;
11E040524: Peredo;8;23;402;180;22;1197;49;- -;
11E040526: Salselas;214;204;704;301;100;1169;81;242;
11E040528: Sezulfe;56;29;396;299;28;472;75;- -;
11E040530: Talhas;143;62;2003;128;139;994;117;- -;
11E040539: União das freguesias de Ala e Vilarinho do Monte;170;152;800;5;105;1408;397;49;
11E040540: União das freguesias de Bornes e Burga;126;26;618;- -;74;612;283;21;
11E040541: União das freguesias de Castelãos e Vilar do Monte;173;73;1092;191;96;621;623;2;
11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;146;201;1144;423;109;1371;246;- -;
11E040543: União das freguesias de Podence e Santa Combinha;92;29;1059;2;42;468;95;57;
11E040544: União das freguesias de Talhinhas e Bagueixe;385;79;1961;101;79;1308;91;125;
11E040532: Vale Benfeito;51;30;529;3;34;205;213;31;
11E040533: Vale da Porca;120;49;731;62;30;470;170;30;
11E040534: Vale de Prados;45;62;597;32;39;554;121;56;
11E040536: Vilarinho de Agrochão;43;106;839;207;67;1492;189;33;
11E040538: Vinhas;96;131;500;529;50;535;104;2;
11E0406: Miranda do Douro;5699;1967;24604;925;1316;56012;3863;942;
11E040604: Duas Igrejas;883;403;4466;25;153;2229;584;21;
11E040605: Genísio;384;256;2955;31;48;681;138;5;
11E040607: Malhadas;486;29;1642;- -;98;1496;121;2;
11E040608: Miranda do Douro;302;106;1716;21;79;1403;62;136;
11E040609: Palaçoulo;639;269;2302;1;93;41246;626;108;
11E040611: Picote;9;32;500;- -;30;335;247;167;
11E040612: Póvoa;380;94;1024;1;101;1103;146;12;
11E040613: São Martinho de Angueira;105;416;2290;4;81;788;148;37;
11E040618: União das freguesias de Constantim e Cicouro;256;47;1612;9;118;839;189;51;
11E040619: União das freguesias de Ifanes e Paradela;614;57;1904;27;165;1383;516;83;
11E040620: União das freguesias de Sendim e Atenor;564;103;1381;415;183;2117;502;123;
11E040621: União das freguesias de Silva e Águas Vivas;529;56;950;241;72;1066;326;159;
11E040616: Vila Chã de Braciosa;548;99;1862;150;95;1326;258;38;
11E0407: Mirandela;726;4169;25279;3214;2135;28072;14727;6443;
11E040701: Abambres;21;60;705;60;51;756;91;12;
11E040702: Abreiro;3;50;199;89;39;326;17;144;
11E040703: Aguieiras;2;82;832;72;101;1331;91;1;
11E040704: Alvites;40;63;1141;6;52;656;33;2;
11E040708: Bouça;51;6;681;36;60;875;170;13;
11E040709: Cabanelas;41;139;1251;20;78;1976;417;90;
11E040710: Caravelas;52;52;188;65;79;618;225;- -;
11E040711: Carvalhais;16;207;2565;287;78;1769;184;380;
11E040712: Cedães;14;83;535;95;90;517;99;374;
11E040713: Cobro;7;8;221;- -;21;186;6;514;
11E040714: Fradizela;1;22;484;32;60;797;103;135;
11E040716: Frechas;- -;53;1189;11;68;945;10071;411;
11E040718: Lamas de Orelhão;11;66;1711;472;53;938;150;274;
11E040720: Mascarenhas;20;84;1053;7;79;1127;184;123;
11E040721: Mirandela;93;73;883;18;80;1258;80;392;
11E040722: Múrias;26;46;628;122;69;519;32;- -;
11E040724: Paços;34;82;644;245;105;849;195;6;
11E040727: São Pedro Velho;21;225;612;34;109;2490;152;315;
11E040728: São Salvador;- -;31;261;129;57;331;41;71;
11E040729: Suçães;32;123;818;138;133;1190;33;2;
11E040730: Torre de Dona Chama;40;2134;1289;99;115;2306;205;45;
11E040738: União das freguesias de Avantos e Romeu;39;58;1621;5;41;871;79;248;
11E040739: União das Freguesias de Avidagos, Navalho e Pereira;10;55;1543;388;55;642;294;1270;
11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;69;95;1235;175;62;894;1163;449;
11E040741: União das freguesias de Franco e Vila Boa;24;58;467;184;64;427;122;778;
11E040742: União das freguesias de Freixeda e Vila Verde;18;13;316;163;54;254;10;326;
11E040731: Vale de Asnes;9;90;718;17;107;466;122;61;
11E040732: Vale de Gouvinhas;4;36;397;96;48;1113;156;- -;
11E040733: Vale de Salgueiro;13;61;768;139;89;984;137;1;
11E040734: Vale de Telhas;15;14;324;10;38;661;65;6;
11E0408: Mogadouro;9774;966;26043;7223;2164;11715;13524;1640;
11E040801: Azinhoso;209;31;1001;1187;110;416;95;88;
11E040802: Bemposta;198;50;293;357;129;596;400;18;
11E040803: Bruçó;62;15;738;122;83;331;120;130;
11E040804: Brunhoso;458;2;532;41;61;141;38;- -;
11E040807: Castelo Branco;38;61;1464;163;136;951;297;338;
11E040808: Castro Vicente;179;53;1886;411;109;774;314;55;
11E040809: Meirinhos;82;4;1269;131;90;346;39;4;
11E040811: Paradela;231;2;893;32;66;306;79;73;
11E040812: Penas Roias;1108;56;769;700;85;722;274;- -;
11E040813: Peredo da Bemposta;216;31;571;- -;75;398;334;18;
11E040815: Saldanha;1003;31;686;73;43;454;177;- -;
11E040817: São Martinho do Peso;578;138;1738;807;133;641;1038;380;
11E040819: Tó;505;8;1628;- -;53;264;182;- -;
11E040820: Travanca;326;11;467;1;63;644;201;33;
11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1498;28;2310;184;71;708;6408;- -;
11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;1022;135;3183;1387;331;1736;787;185;
11E040831: União das freguesias de Remondes e Soutelo;388;13;1775;496;167;355;254;21;
11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;488;54;1502;287;172;847;297;210;
11E040821: Urrós;311;219;452;346;92;501;1953;22;
11E040822: Vale da Madre;246;5;1315;304;36;100;37;- -;
11E040826: Vila de Ala;628;19;1571;194;59;484;200;65;
11E0410: Vila Flor;197;349;6708;1608;763;3784;1867;1422;
11E041002: Benlhevai;5;15;532;- -;23;587;40;401;
11E041005: Freixiel;5;40;80;486;134;613;360;193;
11E041009: Roios;3;1;532;105;34;57;47;19;
11E041010: Samões;13;15;409;195;30;276;130;- -;
11E041011: Sampaio;- -;2;323;116;23;54;2;- -;
11E041012: Santa Comba de Vilariça;- -;- -;510;- -;15;28;- -;- -;
11E041013: Seixo de Manhoses;3;12;116;- -;53;129;48;81;
11E041014: Trindade;7;26;119;30;40;327;19;138;
11E041020: União das freguesias de Assares e Lodões;2;8;899;1;39;137;47;- -;
11E041021: União das freguesias de Candoso e Carvalho de Egas;2;28;310;1;46;127;788;- -;
11E041022: União das freguesias de Valtorno e Mourão;26;3;294;4;76;17;32;10;
11E041023: União das freguesias de Vila Flor e Nabo;111;68;610;115;107;402;144;58;
11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;5;125;1532;455;112;932;179;181;
11E041015: Vale Frechoso;15;6;442;100;31;98;31;341;
11E0411: Vimioso;2526;1282;15415;765;1326;11537;2554;1213;
11E041103: Argozelo;146;195;629;- -;152;943;193;- -;
11E041107: Carção;39;23;598;- -;183;499;174;68;
11E041108: Matela;161;122;2338;118;114;975;113;39;
11E041109: Pinelo;70;52;1048;201;77;962;20;53;
11E041110: Santulhão;123;49;1883;2;193;1795;372;179;
11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;330;15;1722;97;193;1739;230;1;
11E041116: União das freguesias de Caçarelhos e Angueira;680;100;2030;340;145;907;643;249;
11E041117: União das freguesias de Vale de Frades e Avelanoso;469;607;1608;- -;138;1765;332;344;
11E041113: Vilar Seco;400;25;1297;- -;30;338;282;5;
11E041114: Vimioso;108;94;2262;7;101;1614;195;275;
11E0412: Vinhais;3909;5570;23878;1915;1272;21965;7341;1417;
11E041201: Agrochão;46;88;560;48;75;395;102;31;
11E041203: Candedo;86;182;456;4;83;771;266;61;
11E041204: Celas;220;227;257;692;64;383;108;12;
11E041206: Edral;138;82;1181;10;32;898;168;10;
11E041207: Edrosa;180;121;264;- -;12;641;234;29;
11E041208: Ervedosa;36;101;890;97;74;576;133;19;
11E041215: Paçó;315;283;716;70;7;910;322;124;
11E041216: Penhas Juntas;105;105;1035;179;44;579;248;66;
11E041219: Rebordelo;5;172;776;2;107;1060;235;32;
11E041221: Santalha;175;225;943;76;52;944;148;79;
11E041226: Tuizelo;326;350;2138;39;33;1856;903;31;
11E041236: União das freguesias de Curopos e Vale de Janeiro;116;221;704;206;89;1396;244;93;
11E041237: União das freguesias de Moimenta e Montouto;174;161;1734;6;37;946;249;1;
11E041238: União das freguesias de Nunes e Ousilhão;178;367;564;56;45;931;271;- -;
11E041239: União das freguesias de Quirás e Pinheiro Novo;207;223;1192;7;69;1106;447;165;
11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;162;255;615;120;62;1244;241;101;
11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;154;182;2142;143;18;789;449;158;
11E041242: União das freguesias de Travanca e Santa Cruz;286;210;965;7;16;401;175;113;
11E041243: União das freguesias de Vilar de Lomba e São Jomil;96;135;1645;1;57;477;146;24;
11E041227: Vale das Fontes;22;223;816;3;71;852;56;10;
11E041229: Vila Boa de Ousilhão;30;65;249;83;20;394;505;35;
11E041230: Vila Verde;91;155;45;14;21;479;420;49;
11E041232: Vilar de Ossos;228;308;1755;30;25;696;419;8;
11E041233: Vilar de Peregrinos;74;120;668;- -;26;356;196;52;
11E041234: Vilar Seco de Lomba;120;147;944;5;51;973;234;40;
11E041235: Vinhais;339;862;624;17;82;1912;422;74;
16: Centro;253006;1018673;744772;218807;28009;28597188;931974;98564;
16B: Oeste;35101;418358;49603;11855;1635;7789812;167036;2478;
16B1001: Alcobaça;5491;178193;10670;1569;238;147791;49591;1102;
16B100102: Alfeizerão;1258;17304;423;10;22;17647;1659;246;
16B100120: Aljubarrota;221;11032;1042;184;30;2756;1386;83;
16B100104: Bárrio;127;1274;312;41;2;1613;305;3;
16B100105: Benedita;1097;38488;3801;32;25;98265;6558;182;
16B100106: Cela;151;8853;336;48;14;3476;3650;42;
16B100108: Évora de Alcobaça;1081;37534;1575;362;5;2733;6135;69;
16B100109: Maiorga;29;164;158;9;4;1160;628;9;
16B100112: São Martinho do Porto;382;5972;162;191;24;2690;246;- -;
16B100114: Turquel;620;45510;2260;464;43;10295;18227;288;
16B100121: União das freguesias de Alcobaça e Vestiaria;37;1087;121;73;3;493;2731;92;
16B100122: União das freguesias de Coz, Alpedriz e Montes;43;3690;112;127;20;2783;1566;23;
16B100123: União das freguesias de Pataias e Martingança;55;2446;226;16;15;1847;568;13;
16B100116: Vimeiro;390;4839;142;12;31;2033;5932;52;
16B1101: Alenquer;3590;7665;6945;856;321;2933226;4909;26;
16B110106: Carnota;106;105;1177;153;10;1883;576;- -;
16B110107: Meca;88;71;180;3;13;1191;458;2;
16B110108: Olhalvo;80;11;112;- -;2;431;133;- -;
16B110109: Ota;58;5;877;201;25;522;87;- -;
16B110117: União das freguesias de Abrigada e Cabanas de Torres;1568;4277;1582;239;66;2794614;902;- -;
16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;152;1604;292;2;68;1105;490;- -;
16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);989;44;533;22;53;111690;451;- -;
16B110120: União das freguesias de Carregado e Cadafais;374;166;377;33;22;887;138;- -;
16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;92;335;317;1;2;992;258;21;
16B110113: Ventosa;55;417;467;24;34;17989;278;3;
16B110114: Vila Verde dos Francos;28;630;1031;178;26;1922;1138;- -;
16B1102: Arruda dos Vinhos;946;10325;3403;189;77;3366;948;14;
16B110201: Arranhó;570;7229;1465;42;7;475;207;- -;
16B110202: Arruda dos Vinhos;349;564;1441;125;56;1804;495;10;
16B110203: Cardosas;- -;- -;140;7;- -;308;57;4;
16B110204: São Tiago dos Velhos;27;2532;357;15;14;779;189;- -;
16B1005: Bombarral;684;2416;732;643;72;516923;3342;- -;
16B100502: Carvalhal;55;1551;184;252;53;39610;1201;- -;
16B100505: Pó;336;29;4;25;1;20609;146;- -;
16B100503: Roliça;25;455;48;6;10;450705;886;- -;
16B100506: União das freguesias do Bombarral e Vale Covo;268;381;496;360;8;5999;1109;- -;
16B1104: Cadaval;2597;19883;1581;1384;84;282950;13728;61;
